country,date,year_month,export_value,import_value,trade_balance
크로아티아,2024-08-01,2024-08,6595,2237,4359
크로아티아,2024-09-01,2024-09,6346,5666,680
크로아티아,2024-10-01,2024-10,7930,1889,6041
크로아티아,2024-11-01,2024-11,8845,1193,7651
크로아티아,2024-12-01,2024-12,12097,3953,8144
크로아티아,2025-01-01,2025-01,8313,1496,6817
크로아티아,2025-02-01,2025-02,9280,1264,8016
크로아티아,2025-03-01,2025-03,10476,906,9570
크로아티아,2025-04-01,2025-04,10500,2062,8438
크로아티아,2025-05-01,2025-05,13737,1573,12164
크로아티아,2025-06-01,2025-06,16629,1312,15317
크로아티아,2025-07-01,2025-07,12956,1349,11607
크로아티아,2025-08-01,2025-08,13725,1847,11878
크로아티아,2025-09-01,2025-09,11495,2659,8836
크로아티아,2025-10-01,2025-10,5324,1472,3852
크로아티아,2025-11-01,2025-11,5823,2348,3474
크로아티아,2025-12-01,2025-12,11087,2040,9047
크로아티아,2026-01-01,2026-01,8456,2110,6346
크로아티아,2026-02-01,2026-02,7530,2701,4828
크로아티아,2026-03-01,2026-03,7935,1534,6401
크로아티아,2026-04-01,2026-04,9895,3066,6829
크로아티아,2026-05-01,2026-05,18365,3442,14923
크로아티아,2026-06-01,2026-06,25260,4077,21183
크로아티아,2026-07-01,2026-07,13234,1487,11747
크리스마스 아일랜드,2024-01-01,2024-01,0,0,0
크리스마스 아일랜드,2024-02-01,2024-02,0,0,0
크리스마스 아일랜드,2024-03-01,2024-03,0,0,0
크리스마스 아일랜드,2024-04-01,2024-04,0,0,0
크리스마스 아일랜드,2024-05-01,2024-05,0,0,0
크리스마스 아일랜드,2024-06-01,2024-06,0,0,0
크리스마스 아일랜드,2024-07-01,2024-07,0,1,-1
크리스마스 아일랜드,2024-08-01,2024-08,0,1,-1
크리스마스 아일랜드,2024-09-01,2024-09,0,0,0
크리스마스 아일랜드,2024-10-01,2024-10,0,1,-1
크리스마스 아일랜드,2024-11-01,2024-11,0,1,-1
크리스마스 아일랜드,2024-12-01,2024-12,0,0,0
크리스마스 아일랜드,2025-01-01,2025-01,0,1,-1
크리스마스 아일랜드,2025-02-01,2025-02,0,0,0
크리스마스 아일랜드,2025-03-01,2025-03,0,0,0
크리스마스 아일랜드,2025-04-01,2025-04,0,0,0
크리스마스 아일랜드,2025-05-01,2025-05,0,64,-64
크리스마스 아일랜드,2025-06-01,2025-06,0,0,0
크리스마스 아일랜드,2025-07-01,2025-07,0,0,0
크리스마스 아일랜드,2025-08-01,2025-08,0,0,0
크리스마스 아일랜드,2025-09-01,2025-09,0,0,0
크리스마스 아일랜드,2025-10-01,2025-10,0,0,0
크리스마스 아일랜드,2025-11-01,2025-11,0,2,-2
크리스마스 아일랜드,2025-12-01,2025-12,0,0,0
크리스마스 아일랜드,2026-01-01,2026-01,0,0,0
크리스마스 아일랜드,2026-02-01,2026-02,0,1,-1
크리스마스 아일랜드,2026-03-01,2026-03,0,10,-10
크리스마스 아일랜드,2026-04-01,2026-04,0,0,0
크리스마스 아일랜드,2026-05-01,2026-05,0,5,-5
크리스마스 아일랜드,2026-06-01,2026-06,0,0,0
크리스마스 아일랜드,2026-07-01,2026-07,0,0,0
키르기스스탄,2024-01-01,2024-01,71096,669,70427
키르기스스탄,2024-02-01,2024-02,119715,12,119703
키르기스스탄,2024-03-01,2024-03,98893,7,98886
키르기스스탄,2024-04-01,2024-04,123571,18,123552
키르기스스탄,2024-05-01,2024-05,144763,29,144734
키르기스스탄,2024-06-01,2024-06,150404,1100,149304
키르기스스탄,2024-07-01,2024-07,199203,26,199177
키르기스스탄,2024-08-01,2024-08,220237,105,220131
키르기스스탄,2024-09-01,2024-09,174526,85,174440
키르기스스탄,2024-10-01,2024-10,187378,153,187224
키르기스스탄,2024-11-01,2024-11,169206,30,169176
키르기스스탄,2024-12-01,2024-12,126824,1189,125635
키르기스스탄,2025-01-01,2025-01,114484,1226,113258
키르기스스탄,2025-02-01,2025-02,211146,35,211110
키르기스스탄,2025-03-01,2025-03,253937,28,253909
키르기스스탄,2025-04-01,2025-04,286238,56,286182
키르기스스탄,2025-05-01,2025-05,264348,78,264270
키르기스스탄,2025-06-01,2025-06,254724,138,254586
키르기스스탄,2025-07-01,2025-07,318108,946,317162
키르기스스탄,2025-08-01,2025-08,292165,230,291935
키르기스스탄,2025-09-01,2025-09,467477,67,467409
키르기스스탄,2025-10-01,2025-10,461542,46,461496
키르기스스탄,2025-11-01,2025-11,388365,128,388237
키르기스스탄,2025-12-01,2025-12,164195,242,163953
키르기스스탄,2026-01-01,2026-01,126957,285,126673
키르기스스탄,2026-02-01,2026-02,184402,69,184333
키르기스스탄,2026-03-01,2026-03,183794,72,183722
키르기스스탄,2026-04-01,2026-04,208745,60,208685
키르기스스탄,2026-05-01,2026-05,203340,24,203316
키르기스스탄,2026-06-01,2026-06,253154,3,253151
키르기스스탄,2026-07-01,2026-07,214259,22,214237
키리바티,2024-01-01,2024-01,440,424,16
키리바티,2024-02-01,2024-02,1639,1843,-204
키리바티,2024-03-01,2024-03,994,0,994
키리바티,2024-04-01,2024-04,1091,21,1069
키리바티,2024-05-01,2024-05,583,23,560
키리바티,2024-06-01,2024-06,596,73,523
키리바티,2024-07-01,2024-07,516,0,516
키리바티,2024-08-01,2024-08,362,0,362
키리바티,2024-09-01,2024-09,710,47,663
키리바티,2024-10-01,2024-10,542,3,540
키리바티,2024-11-01,2024-11,437,77,360
키리바티,2024-12-01,2024-12,467,0,467
키리바티,2025-01-01,2025-01,538,0,538
키리바티,2025-02-01,2025-02,554,0,554
키리바티,2025-03-01,2025-03,985,52,932
키리바티,2025-04-01,2025-04,1392,18,1374
키리바티,2025-05-01,2025-05,664,1,662
키리바티,2025-06-01,2025-06,458,0,458
키리바티,2025-07-01,2025-07,333,0,333
키리바티,2025-08-01,2025-08,485,30,455
키리바티,2025-09-01,2025-09,222,0,222
키리바티,2025-10-01,2025-10,979,1113,-134
키리바티,2025-11-01,2025-11,525,697,-172
키리바티,2025-12-01,2025-12,429,54,375
키리바티,2026-01-01,2026-01,833,37,797
키리바티,2026-02-01,2026-02,826,40,785
키리바티,2026-03-01,2026-03,228,799,-571
키리바티,2026-04-01,2026-04,896,612,284
키리바티,2026-05-01,2026-05,30,62,-33
키리바티,2026-06-01,2026-06,370,46,324
키리바티,2026-07-01,2026-07,429,1272,-843
타지크,2024-01-01,2024-01,7341,2,7339
타지크,2024-02-01,2024-02,13926,1,13925
타지크,2024-03-01,2024-03,12036,2000,10036
타지크,2024-04-01,2024-04,12690,1894,10796
타지크,2024-05-01,2024-05,9993,2103,7891
타지크,2024-06-01,2024-06,11774,1,11773
타지크,2024-07-01,2024-07,16734,2,16733
타지크,2024-08-01,2024-08,19511,0,19511
타지크,2024-09-01,2024-09,21216,5,21211
타지크,2024-10-01,2024-10,24553,4,24549
타지크,2024-11-01,2024-11,20278,0,20278
타지크,2024-12-01,2024-12,18854,0,18854
타지크,2025-01-01,2025-01,15873,0,15873
타지크,2025-02-01,2025-02,26321,8,26313
타지크,2025-03-01,2025-03,19602,0,19602
타지크,2025-04-01,2025-04,22177,5,22172
타지크,2025-05-01,2025-05,19845,56,19789
타지크,2025-06-01,2025-06,21992,0,21992
타지크,2025-07-01,2025-07,31166,3,31163
타지크,2025-08-01,2025-08,29407,6,29401
타지크,2025-09-01,2025-09,47593,0,47593
타지크,2025-10-01,2025-10,48951,0,48951
타지크,2025-11-01,2025-11,46030,3,46026
타지크,2025-12-01,2025-12,24681,3,24678
타지크,2026-01-01,2026-01,23901,3080,20821
타지크,2026-02-01,2026-02,20179,15,20164
타지크,2026-03-01,2026-03,22025,0,22025
타지크,2026-04-01,2026-04,28500,1,28500
타지크,2026-05-01,2026-05,25891,0,25891
타지크,2026-06-01,2026-06,29789,0,29789
타지크,2026-07-01,2026-07,31561,0,31561
탄자니아,2024-01-01,2024-01,11386,12262,-876
탄자니아,2024-02-01,2024-02,60262,6664,53597
탄자니아,2024-03-01,2024-03,16098,6977,9121
탄자니아,2024-04-01,2024-04,14285,4671,9614
탄자니아,2024-05-01,2024-05,93806,2067,91739
탄자니아,2024-06-01,2024-06,9541,1464,8077
탄자니아,2024-07-01,2024-07,67055,341,66713
탄자니아,2024-08-01,2024-08,11448,1070,10378
탄자니아,2024-09-01,2024-09,12964,844,12120
탄자니아,2024-10-01,2024-10,49664,801,48863
탄자니아,2024-11-01,2024-11,10720,3726,6995
탄자니아,2024-12-01,2024-12,49940,2589,47351
탄자니아,2025-01-01,2025-01,11466,8240,3226
탄자니아,2025-02-01,2025-02,16584,4728,11855
탄자니아,2025-03-01,2025-03,17218,3594,13624
탄자니아,2025-04-01,2025-04,13088,7610,5478
탄자니아,2025-05-01,2025-05,15812,3240,12571
탄자니아,2025-06-01,2025-06,37738,38,37699
탄자니아,2025-07-01,2025-07,17848,313,17535
탄자니아,2025-08-01,2025-08,13555,1841,11714
탄자니아,2025-09-01,2025-09,16249,3307,12942
탄자니아,2025-10-01,2025-10,15122,2278,12844
탄자니아,2025-11-01,2025-11,14508,4433,10076
탄자니아,2025-12-01,2025-12,12453,13792,-1339
탄자니아,2026-01-01,2026-01,16138,5823,10315
탄자니아,2026-02-01,2026-02,22698,4115,18583
탄자니아,2026-03-01,2026-03,14148,2655,11492
탄자니아,2026-04-01,2026-04,17417,13411,4006
탄자니아,2026-05-01,2026-05,16450,9736,6714
탄자니아,2026-06-01,2026-06,14334,1879,12455
탄자니아,2026-07-01,2026-07,11773,1587,10186
태국,2024-01-01,2024-01,637271,551773,85498
태국,2024-02-01,2024-02,608839,554798,54041
태국,2024-03-01,2024-03,605607,601694,3912
태국,2024-04-01,2024-04,668783,635057,33726
태국,2024-05-01,2024-05,646806,608572,38234
태국,2024-06-01,2024-06,599051,620340,-21290
태국,2024-07-01,2024-07,773150,683555,89595
태국,2024-08-01,2024-08,638203,618702,19501
태국,2024-09-01,2024-09,622579,572102,50477
태국,2024-10-01,2024-10,622214,574888,47326
태국,2024-11-01,2024-11,642537,587618,54919
태국,2024-12-01,2024-12,613190,564965,48224
태국,2025-01-01,2025-01,624225,460643,163581
태국,2025-02-01,2025-02,668577,610306,58270
태국,2025-03-01,2025-03,658855,603818,55037
태국,2025-04-01,2025-04,695984,662585,33398
태국,2025-05-01,2025-05,636381,565187,71193
태국,2025-06-01,2025-06,648696,640720,7976
태국,2025-07-01,2025-07,690458,624229,66229
태국,2025-08-01,2025-08,640192,583837,56355
태국,2025-09-01,2025-09,708735,612170,96565
태국,2025-10-01,2025-10,637105,519433,117672
태국,2025-11-01,2025-11,725659,536837,188822
태국,2025-12-01,2025-12,675169,549420,125749
태국,2026-01-01,2026-01,870058,497130,372928
태국,2026-02-01,2026-02,720885,553283,167602
태국,2026-03-01,2026-03,917462,641047,276415
태국,2026-04-01,2026-04,1065299,686480,378819
태국,2026-05-01,2026-05,913773,636930,276842
태국,2026-06-01,2026-06,1051971,785028,266943
태국,2026-07-01,2026-07,1034388,689530,344858
토고,2024-01-01,2024-01,77228,841,76388
토고,2024-02-01,2024-02,75331,2187,73144
토고,2024-03-01,2024-03,2276,2477,-201
토고,2024-04-01,2024-04,3553,3409,143
토고,2024-05-01,2024-05,2163,1172,990
토고,2024-06-01,2024-06,1926,3389,-1463
토고,2024-07-01,2024-07,1612,10994,-9381
토고,2024-08-01,2024-08,1952,1001,951
토고,2024-09-01,2024-09,1860,3860,-2000
토고,2024-10-01,2024-10,3586,1126,2460
토고,2024-11-01,2024-11,1814,2446,-632
토고,2024-12-01,2024-12,2641,1196,1446
토고,2025-01-01,2025-01,1736,850,885
토고,2025-02-01,2025-02,2545,547,1997
토고,2025-03-01,2025-03,2237,279,1958
토고,2025-04-01,2025-04,1128,144,984
토고,2025-05-01,2025-05,2787,419,2368
토고,2025-06-01,2025-06,1204,567,636
토고,2025-07-01,2025-07,2432,945,1487
토고,2025-08-01,2025-08,2474,913,1561
토고,2025-09-01,2025-09,3933,540,3393
토고,2025-10-01,2025-10,2832,460,2372
토고,2025-11-01,2025-11,2586,9,2578
토고,2025-12-01,2025-12,4204,471,3734
토고,2026-01-01,2026-01,2505,966,1539
토고,2026-02-01,2026-02,2152,311,1841
토고,2026-03-01,2026-03,1861,824,1037
토고,2026-04-01,2026-04,1899,347,1552
토고,2026-05-01,2026-05,3159,784,2375
토고,2026-06-01,2026-06,4833,288,4545
토고,2026-07-01,2026-07,4509,345,4164
토켈라우,2024-01-01,2024-01,0,1,-1
토켈라우,2024-02-01,2024-02,0,0,0
토켈라우,2024-03-01,2024-03,0,1,-1
토켈라우,2024-04-01,2024-04,0,0,0
토켈라우,2024-05-01,2024-05,0,4,-4
토켈라우,2024-06-01,2024-06,47,1,46
토켈라우,2024-07-01,2024-07,0,0,0
토켈라우,2024-08-01,2024-08,0,49,-49
토켈라우,2024-09-01,2024-09,0,0,0
토켈라우,2024-10-01,2024-10,0,0,0
토켈라우,2024-11-01,2024-11,0,1,-1
토켈라우,2024-12-01,2024-12,0,1,-1
토켈라우,2025-01-01,2025-01,0,129,-129
토켈라우,2025-02-01,2025-02,0,1,-1
토켈라우,2025-03-01,2025-03,0,15,-15
토켈라우,2025-04-01,2025-04,0,14,-14
토켈라우,2025-05-01,2025-05,22,0,22
토켈라우,2025-06-01,2025-06,24,0,24
토켈라우,2025-07-01,2025-07,2,1,1
토켈라우,2025-08-01,2025-08,24,1,22
토켈라우,2025-09-01,2025-09,0,6,-6
토켈라우,2025-10-01,2025-10,0,2,-2
토켈라우,2025-11-01,2025-11,0,0,0
토켈라우,2025-12-01,2025-12,7,0,6
토켈라우,2026-01-01,2026-01,0,0,0
토켈라우,2026-02-01,2026-02,0,0,0
토켈라우,2026-03-01,2026-03,0,82,-82
토켈라우,2026-04-01,2026-04,0,5,-5
토켈라우,2026-05-01,2026-05,0,127,-127
토켈라우,2026-06-01,2026-06,0,3,-3
토켈라우,2026-07-01,2026-07,0,96,-96
통가,2024-01-01,2024-01,45,152,-107
통가,2024-02-01,2024-02,25,0,25
통가,2024-03-01,2024-03,15,0,15
통가,2024-04-01,2024-04,132,19,114
통가,2024-05-01,2024-05,45,13,32
통가,2024-06-01,2024-06,0,0,0
통가,2024-07-01,2024-07,17,6,11
통가,2024-08-01,2024-08,0,0,0
통가,2024-09-01,2024-09,0,15,-15
통가,2024-10-01,2024-10,23,15,9
통가,2024-11-01,2024-11,41,1,40
통가,2024-12-01,2024-12,48,16,32
통가,2025-01-01,2025-01,12,15,-3
통가,2025-02-01,2025-02,76,1,75
통가,2025-03-01,2025-03,0,0,0
통가,2025-04-01,2025-04,25,15,11
통가,2025-05-01,2025-05,0,15,-15
통가,2025-06-01,2025-06,26,15,11
통가,2025-07-01,2025-07,11,0,11
통가,2025-08-01,2025-08,0,0,0
통가,2025-09-01,2025-09,70,15,55
통가,2025-10-01,2025-10,45,0,45
통가,2025-11-01,2025-11,10,0,10
통가,2025-12-01,2025-12,15,15,0
통가,2026-01-01,2026-01,43,15,28
통가,2026-02-01,2026-02,58,0,58
통가,2026-03-01,2026-03,22,16,6
통가,2026-04-01,2026-04,12,15,-3
통가,2026-05-01,2026-05,34,44,-10
통가,2026-06-01,2026-06,31,14,17
통가,2026-07-01,2026-07,22,14,8
투르크 & 카이코스 군도,2024-01-01,2024-01,52,1,52
투르크 & 카이코스 군도,2024-02-01,2024-02,71,1,70
투르크 & 카이코스 군도,2024-03-01,2024-03,76,0,76
투르크 & 카이코스 군도,2024-04-01,2024-04,1,0,0
투르크 & 카이코스 군도,2024-05-01,2024-05,49,0,49
투르크 & 카이코스 군도,2024-06-01,2024-06,426,0,426
투르크 & 카이코스 군도,2024-07-01,2024-07,188,0,188
투르크 & 카이코스 군도,2024-08-01,2024-08,200,0,200
투르크 & 카이코스 군도,2024-09-01,2024-09,98,0,98
투르크 & 카이코스 군도,2024-10-01,2024-10,140,0,140
투르크 & 카이코스 군도,2024-11-01,2024-11,137,0,137
투르크 & 카이코스 군도,2024-12-01,2024-12,326,0,326
투르크 & 카이코스 군도,2025-01-01,2025-01,108,0,108
투르크 & 카이코스 군도,2025-02-01,2025-02,175,0,174
투르크 & 카이코스 군도,2025-03-01,2025-03,94,0,94
투르크 & 카이코스 군도,2025-04-01,2025-04,138,0,138
투르크 & 카이코스 군도,2025-05-01,2025-05,369,0,369
투르크 & 카이코스 군도,2025-06-01,2025-06,95,0,95
투르크 & 카이코스 군도,2025-07-01,2025-07,44,0,44
투르크 & 카이코스 군도,2025-08-01,2025-08,226,0,226
투르크 & 카이코스 군도,2025-09-01,2025-09,178,0,178
투르크 & 카이코스 군도,2025-10-01,2025-10,313,0,313
투르크 & 카이코스 군도,2025-11-01,2025-11,57,0,57
투르크 & 카이코스 군도,2025-12-01,2025-12,269,0,269
투르크 & 카이코스 군도,2026-01-01,2026-01,343,0,343
투르크 & 카이코스 군도,2026-02-01,2026-02,62,0,62
투르크 & 카이코스 군도,2026-03-01,2026-03,116,0,116
투르크 & 카이코스 군도,2026-04-01,2026-04,309,0,309
투르크 & 카이코스 군도,2026-05-01,2026-05,101,0,101
투르크 & 카이코스 군도,2026-06-01,2026-06,102,0,102
투르크 & 카이코스 군도,2026-07-01,2026-07,168,0,168
투르크멘,2024-01-01,2024-01,572,0,572
투르크멘,2024-02-01,2024-02,4154,1,4154
투르크멘,2024-03-01,2024-03,7785,3,7782
투르크멘,2024-04-01,2024-04,1713,0,1713
투르크멘,2024-05-01,2024-05,17351,2,17349
투르크멘,2024-06-01,2024-06,3091,2,3089
투르크멘,2024-07-01,2024-07,2276,0,2276
투르크멘,2024-08-01,2024-08,1054,0,1054
투르크멘,2024-09-01,2024-09,2995,0,2995
투르크멘,2024-10-01,2024-10,1736,1,1736
투르크멘,2024-11-01,2024-11,880,29,852
투르크멘,2024-12-01,2024-12,13216,0,13216
투르크멘,2025-01-01,2025-01,8049,0,8049
투르크멘,2025-02-01,2025-02,4220,0,4220
투르크멘,2025-03-01,2025-03,4583,1,4582
투르크멘,2025-04-01,2025-04,3803,0,3803
투르크멘,2025-05-01,2025-05,2522,0,2522
투르크멘,2025-06-01,2025-06,1419,0,1419
투르크멘,2025-07-01,2025-07,1885,0,1885
투르크멘,2025-08-01,2025-08,5472,4,5468
투르크멘,2025-09-01,2025-09,2963,0,2963
투르크멘,2025-10-01,2025-10,1155,1,1154
투르크멘,2025-11-01,2025-11,7959,0,7959
투르크멘,2025-12-01,2025-12,1168,28,1141
투르크멘,2026-01-01,2026-01,2397,128,2270
투르크멘,2026-02-01,2026-02,804,19,784
투르크멘,2026-03-01,2026-03,585,26,559
투르크멘,2026-04-01,2026-04,2551,0,2551
투르크멘,2026-05-01,2026-05,1550,0,1550
투르크멘,2026-06-01,2026-06,4427,0,4427
투르크멘,2026-07-01,2026-07,14255,0,14255
투발루,2024-01-01,2024-01,989,219,770
투발루,2024-02-01,2024-02,281,4,277
투발루,2024-03-01,2024-03,889,1187,-298
투발루,2024-04-01,2024-04,141,7,134
투발루,2024-05-01,2024-05,343,4,339
투발루,2024-06-01,2024-06,114,0,114
투발루,2024-07-01,2024-07,446,4,442
투발루,2024-08-01,2024-08,394,4,390
투발루,2024-09-01,2024-09,497,0,497
투발루,2024-10-01,2024-10,214,0,214
투발루,2024-11-01,2024-11,507,0,507
투발루,2024-12-01,2024-12,270,2,268
투발루,2025-01-01,2025-01,610,2,608
투발루,2025-02-01,2025-02,3,0,3
투발루,2025-03-01,2025-03,514,0,514
투발루,2025-04-01,2025-04,271,0,270
투발루,2025-05-01,2025-05,879,2,877
투발루,2025-06-01,2025-06,32,2,30
투발루,2025-07-01,2025-07,565,1329,-764
투발루,2025-08-01,2025-08,269,0,269
투발루,2025-09-01,2025-09,411,0,411
투발루,2025-10-01,2025-10,18,39,-21
투발루,2025-11-01,2025-11,401,22,379
투발루,2025-12-01,2025-12,741,1,740
투발루,2026-01-01,2026-01,141,2,139
투발루,2026-02-01,2026-02,125,556,-431
투발루,2026-03-01,2026-03,600,0,600
투발루,2026-04-01,2026-04,323,0,323
투발루,2026-05-01,2026-05,0,0,0
투발루,2026-06-01,2026-06,342,1649,-1307
투발루,2026-07-01,2026-07,147,0,147
튀니지,2024-01-01,2024-01,8441,11172,-2731
튀니지,2024-02-01,2024-02,8140,8902,-761
튀니지,2024-03-01,2024-03,10915,11303,-388
튀니지,2024-04-01,2024-04,7347,10203,-2856
튀니지,2024-05-01,2024-05,17753,7329,10424
튀니지,2024-06-01,2024-06,21765,8997,12769
튀니지,2024-07-01,2024-07,8860,10773,-1914
튀니지,2024-08-01,2024-08,5991,11213,-5222
튀니지,2024-09-01,2024-09,9240,10637,-1397
튀니지,2024-10-01,2024-10,12525,10769,1756
튀니지,2024-11-01,2024-11,9471,9740,-269
튀니지,2024-12-01,2024-12,18519,9946,8573
튀니지,2025-01-01,2025-01,9342,7355,1987
튀니지,2025-02-01,2025-02,15960,8729,7232
튀니지,2025-03-01,2025-03,10080,9004,1076
튀니지,2025-04-01,2025-04,10530,8409,2120
튀니지,2025-05-01,2025-05,16087,6547,9540
튀니지,2025-06-01,2025-06,16929,6599,10330
튀니지,2025-07-01,2025-07,25797,8777,17020
튀니지,2025-08-01,2025-08,14608,7705,6903
튀니지,2025-09-01,2025-09,16761,11432,5329
튀니지,2025-10-01,2025-10,18224,10228,7996
튀니지,2025-11-01,2025-11,18894,21803,-2909
튀니지,2025-12-01,2025-12,11769,23501,-11733
튀니지,2026-01-01,2026-01,15657,22429,-6771
튀니지,2026-02-01,2026-02,13947,9945,4002
튀니지,2026-03-01,2026-03,12950,13160,-210
튀니지,2026-04-01,2026-04,13436,8822,4614
튀니지,2026-05-01,2026-05,15573,7136,8437
튀니지,2026-06-01,2026-06,17642,10843,6800
튀니지,2026-07-01,2026-07,13441,9215,4226
튀르키예,2024-01-01,2024-01,795849,132783,663066
튀르키예,2024-02-01,2024-02,807827,82477,725351
튀르키예,2024-03-01,2024-03,919202,112623,806579
튀르키예,2024-04-01,2024-04,912615,135437,777178
튀르키예,2024-05-01,2024-05,750433,97090,653343
튀르키예,2024-06-01,2024-06,602249,118712,483537
튀르키예,2024-07-01,2024-07,717288,95632,621656
튀르키예,2024-08-01,2024-08,644288,122021,522267
튀르키예,2024-09-01,2024-09,673266,103926,569340
튀르키예,2024-10-01,2024-10,743945,92074,651871
튀르키예,2024-11-01,2024-11,704287,97459,606828
튀르키예,2024-12-01,2024-12,737591,86313,651279
튀르키예,2025-01-01,2025-01,662302,108219,554083
튀르키예,2025-02-01,2025-02,852895,84605,768290
튀르키예,2025-03-01,2025-03,833960,133352,700608
튀르키예,2025-04-01,2025-04,853685,127752,725933
튀르키예,2025-05-01,2025-05,682920,145076,537844
튀르키예,2025-06-01,2025-06,682947,94388,588559
튀르키예,2025-07-01,2025-07,884254,127509,756746
튀르키예,2025-08-01,2025-08,705256,102700,602556
튀르키예,2025-09-01,2025-09,1006036,188820,817216
튀르키예,2025-10-01,2025-10,562919,148992,413927
튀르키예,2025-11-01,2025-11,620469,157043,463426
튀르키예,2025-12-01,2025-12,744839,149904,594935
튀르키예,2026-01-01,2026-01,746032,167679,578353
튀르키예,2026-02-01,2026-02,795020,141385,653634
튀르키예,2026-03-01,2026-03,878440,133091,745349
튀르키예,2026-04-01,2026-04,835217,196481,638737
튀르키예,2026-05-01,2026-05,782801,134961,647841
튀르키예,2026-06-01,2026-06,938498,165134,773364
튀르키예,2026-07-01,2026-07,872172,174045,698127
트리니다드 토바고,2024-01-01,2024-01,8033,6768,1265
트리니다드 토바고,2024-02-01,2024-02,3285,13089,-9804
트리니다드 토바고,2024-03-01,2024-03,9329,4804,4525
트리니다드 토바고,2024-04-01,2024-04,3497,22196,-18699
트리니다드 토바고,2024-05-01,2024-05,7356,21243,-13887
트리니다드 토바고,2024-06-01,2024-06,5958,23204,-17246
트리니다드 토바고,2024-07-01,2024-07,5931,19551,-13619
트리니다드 토바고,2024-08-01,2024-08,5894,17107,-11213
트리니다드 토바고,2024-09-01,2024-09,4451,9640,-5188
트리니다드 토바고,2024-10-01,2024-10,14911,13888,1023
트리니다드 토바고,2024-11-01,2024-11,6458,9368,-2910
트리니다드 토바고,2024-12-01,2024-12,2963,8991,-6028
트리니다드 토바고,2025-01-01,2025-01,4261,13540,-9279
트리니다드 토바고,2025-02-01,2025-02,3202,36615,-33413
트리니다드 토바고,2025-03-01,2025-03,4958,49943,-44986
트리니다드 토바고,2025-04-01,2025-04,5218,33777,-28559
트리니다드 토바고,2025-05-01,2025-05,6769,30320,-23552
트리니다드 토바고,2025-06-01,2025-06,10321,27028,-16708
트리니다드 토바고,2025-07-01,2025-07,6677,36039,-29363
트리니다드 토바고,2025-08-01,2025-08,9923,57112,-47190
트리니다드 토바고,2025-09-01,2025-09,6571,59455,-52884
트리니다드 토바고,2025-10-01,2025-10,4038,26976,-22938
트리니다드 토바고,2025-11-01,2025-11,4089,53504,-49415
트리니다드 토바고,2025-12-01,2025-12,5432,47699,-42267
트리니다드 토바고,2026-01-01,2026-01,7142,1362,5780
트리니다드 토바고,2026-02-01,2026-02,8865,3516,5350
트리니다드 토바고,2026-03-01,2026-03,3521,10688,-7166
트리니다드 토바고,2026-04-01,2026-04,5959,64157,-58198
트리니다드 토바고,2026-05-01,2026-05,5741,36284,-30543
트리니다드 토바고,2026-06-01,2026-06,2836,46054,-43218
트리니다드 토바고,2026-07-01,2026-07,5367,10737,-5370
티모르,2024-01-01,2024-01,42,3,39
티모르,2024-02-01,2024-02,32,38,-6
티모르,2024-03-01,2024-03,548,2,546
티모르,2024-04-01,2024-04,330,1,329
티모르,2024-05-01,2024-05,406,0,406
티모르,2024-06-01,2024-06,9,17,-7
티모르,2024-07-01,2024-07,13,3,10
티모르,2024-08-01,2024-08,199,1,198
티모르,2024-09-01,2024-09,325,3,322
티모르,2024-10-01,2024-10,422,6,416
티모르,2024-11-01,2024-11,405,125,280
티모르,2024-12-01,2024-12,195,93,103
티모르,2025-01-01,2025-01,28,2,25
티모르,2025-02-01,2025-02,554,0,554
티모르,2025-03-01,2025-03,128,3,125
티모르,2025-04-01,2025-04,193,17,176
티모르,2025-05-01,2025-05,228,0,228
티모르,2025-06-01,2025-06,1,3,-2
티모르,2025-07-01,2025-07,396,5,391
티모르,2025-08-01,2025-08,255,0,255
티모르,2025-09-01,2025-09,773,1,772
티모르,2025-10-01,2025-10,337,61,276
티모르,2025-11-01,2025-11,444,117,327
티모르,2025-12-01,2025-12,267,118,149
티모르,2026-01-01,2026-01,261,173,88
티모르,2026-02-01,2026-02,101,3,98
티모르,2026-03-01,2026-03,203,2,201
티모르,2026-04-01,2026-04,177,2,175
티모르,2026-05-01,2026-05,205,1,204
티모르,2026-06-01,2026-06,251,1,250
티모르,2026-07-01,2026-07,0,0,0
파나마,2024-01-01,2024-01,12954,12544,410
파나마,2024-02-01,2024-02,177339,3753,173587
파나마,2024-03-01,2024-03,447730,2739,444991
파나마,2024-04-01,2024-04,102637,2094,100544
파나마,2024-05-01,2024-05,151222,1836,149386
파나마,2024-06-01,2024-06,17192,1592,15600
파나마,2024-07-01,2024-07,54748,16030,38717
파나마,2024-08-01,2024-08,123447,19592,103855
파나마,2024-09-01,2024-09,20866,50964,-30098
파나마,2024-10-01,2024-10,92455,3275,89180
파나마,2024-11-01,2024-11,228085,2700,225385
파나마,2024-12-01,2024-12,28651,29961,-1309
파나마,2025-01-01,2025-01,77924,2906,75018
파나마,2025-02-01,2025-02,93074,2298,90775
파나마,2025-03-01,2025-03,126640,2112,124529
파나마,2025-04-01,2025-04,88989,83947,5042
파나마,2025-05-01,2025-05,194375,1611,192764
파나마,2025-06-01,2025-06,272342,2379,269963
파나마,2025-07-01,2025-07,120873,2396,118477
파나마,2025-08-01,2025-08,63727,62278,1449
